alpha,sharpe,turnover,fitness,returns,drawdown,margin,longCount,shortCount,weight,sub_univese,universe,delay,decay,neutralization,truncation,score,code
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_tbvps_low), 0, anl4_tbvps_low), sales_ps, 30), 3), 90), market))",-1.01,0.2274,-0.57,-0.073,0.4157,-0.000642,159,151,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-255.0,0ZxJgZp
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_epsr_low), 0, anl4_epsr_low), sales_ps, 30), 3), 90), market))",0.11,0.2056,0.02,0.0045,0.1081,4.4e-05,475,469,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,7P3plOv
"vector_neut(reverse(ts_mean(ts_corr(scl12_buzz, (1 / ts_std_dev(snt_buzz_bfl, 3)), 3), 252)), historical_volatility_60)",1.47,0.0325,1.16,0.0776,0.0417,0.004768,1795,1118,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,84.0,amep9bR
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_ptp_low), 0, anl4_ptp_low), sales_ps, 30), 3), 90), market))",0.97,0.206,0.42,0.0387,0.0367,0.000376,529,517,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-88.0,NELY16p
"vector_neut(reverse(ts_mean(ts_corr(scl12_buzz, (1 / ts_std_dev(snt_buzz_bfl, 3)), 3), 252)), historical_volatility_150)",1.48,0.032,1.18,0.0799,0.0409,0.004999,1793,1120,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,84.0,NELYmOq
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), sales_growth, 30), 3), 90), market))",-0.65,0.2093,-0.31,-0.047,0.294,-0.000449,174,167,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-238.0,13OrQV6
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_qf_az_wol_spe), 0, anl4_qf_az_wol_spe), sales_ps, 30), 3), 90), market))",0.46,0.2037,0.14,0.0184,0.0583,0.000181,539,537,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-124.0,Rx9G2Q0
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), fnd6_aqs, 30), 3), 90), market))",-0.15,0.1746,-0.06,-0.0293,0.5625,-0.000336,25,18,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,,MvdJpb8
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_gric_low), 0, anl4_gric_low), sales_ps, 30), 3), 90), market))",0.51,0.2091,0.18,0.027,0.0655,0.000258,408,387,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-92.0,jkoq8zo
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_capex_low), 0, anl4_capex_low), sales_ps, 30), 3), 90), market))",-0.29,0.2179,-0.08,-0.0175,0.2004,-0.000161,238,237,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,958NjN2
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), mdl77_2growthanalystmodel_qga_iarsales, 30), 3), 90), market))",-1.03,0.2304,-0.6,-0.0789,0.447,-0.000684,163,163,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-343.0,jkoqV7e
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_netprofita_low), 0, anl4_netprofita_low), sales_ps, 30), 3), 90), market))",1.05,0.2066,0.48,0.0437,0.0405,0.000423,505,496,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-46.0,PLxkAa7
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_ptpr_low), 0, anl4_ptpr_low), sales_ps, 30), 3), 90), market))",0.33,0.2083,0.09,0.0168,0.1015,0.000162,271,273,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-96.0,7P3e2Jx
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), mdl77_earningmomentumfactor_salesurp, 30), 3), 90), market))",0.35,0.2149,0.12,0.0249,0.1879,0.000232,177,177,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-11.0,OdRlL9d
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_totassets_low), 0, anl4_totassets_low), sales_ps, 30), 3), 90), market))",-0.12,0.2122,-0.02,-0.0064,0.153,-6e-05,337,332,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,LomPAWn
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_totgw_low), 0, anl4_totgw_low), sales_ps, 30), 3), 90), market))",-0.62,0.2334,-0.28,-0.047,0.3191,-0.000403,164,167,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-45.0,nGe1M9x
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_tbvps_low), 0, anl4_tbvps_low), sales_ps, 30), 3), 90), market))",-1.01,0.2274,-0.57,-0.073,0.4157,-0.000642,159,151,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-255.0,0ZxJgZp
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), mdl77_2earningmomentumfactor400_salesurp, 30), 3), 90), market))",0.35,0.2149,0.12,0.0249,0.1879,0.000232,177,177,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-11.0,MvejKJ6
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), fnd6_aqs, 30), 3), 90), market))",-0.15,0.1746,-0.06,-0.0293,0.5625,-0.000336,25,18,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,,MvdJpb8
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_ptp_low), 0, anl4_ptp_low), sales_ps, 30), 3), 90), market))",0.97,0.206,0.42,0.0387,0.0367,0.000376,529,517,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-88.0,NELY16p
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), mdl77_earningmomentumfactor_salesurp, 30), 3), 90), market))",0.35,0.2149,0.12,0.0249,0.1879,0.000232,177,177,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-11.0,OdRlL9d
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_qf_az_wol_spe), 0, anl4_qf_az_wol_spe), sales_ps, 30), 3), 90), market))",0.46,0.2037,0.14,0.0184,0.0583,0.000181,539,537,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-124.0,Rx9G2Q0
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_rd_exp_low), 0, anl4_rd_exp_low), mdl77_2growthanalystmodel_qga_iarsales, 30), 3), 90), market))",-1.03,0.2304,-0.6,-0.0789,0.447,-0.000684,163,163,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-343.0,jkoqV7e
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_capex_low), 0, anl4_capex_low), sales_ps, 30), 3), 90), market))",-0.29,0.2179,-0.08,-0.0175,0.2004,-0.000161,238,237,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,958NjN2
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_netdebt_low), 0, anl4_netdebt_low), sales_ps, 30), 3), 90), market))",0.17,0.2137,0.04,0.0117,0.1631,0.00011,207,194,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,jkP5q0O
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_gric_low), 0, anl4_gric_low), sales_ps, 30), 3), 90), market))",0.51,0.2091,0.18,0.027,0.0655,0.000258,408,387,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-92.0,jkoq8zo
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_ptpr_low), 0, anl4_ptpr_low), sales_ps, 30), 3), 90), market))",0.33,0.2083,0.09,0.0168,0.1015,0.000162,271,273,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-96.0,7P3e2Jx
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_qfd1_az_wol_spe), 0, anl4_qfd1_az_wol_spe), sales_ps, 30), 3), 90), market))",0.36,0.2038,0.1,0.0145,0.0643,0.000142,533,531,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-124.0,NEJ1kno
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_netprofita_low), 0, anl4_netprofita_low), sales_ps, 30), 3), 90), market))",1.05,0.2066,0.48,0.0437,0.0405,0.000423,505,496,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-46.0,PLxkAa7
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_totassets_low), 0, anl4_totassets_low), sales_ps, 30), 3), 90), market))",-0.12,0.2122,-0.02,-0.0064,0.153,-6e-05,337,332,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,LomPAWn
"reverse(group_neutralize(ts_decay_linear(ts_rank(ts_corr(if_else(is_nan(anl4_totgw_low), 0, anl4_totgw_low), sales_ps, 30), 3), 90), market))",-0.62,0.2334,-0.28,-0.047,0.3191,-0.000403,164,167,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-45.0,nGe1M9x
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, fnd6_prcl), subtract(high, close)), max(0.6, subtract(high, fnd6_prcl))), 4)))",1.34,0.6691,0.58,0.1243,0.1155,0.000371,1488,1503,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-507.0,ojJW9n5
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, fnd6_prclq), subtract(high, close)), max(0.6, subtract(high, fnd6_prclq))), 4)))",1.07,0.6481,0.39,0.0844,0.1005,0.00026,1519,1568,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-460.0,PLYgZEw
"rank(subtract(0, ts_delta(divide(subtract(subtract(news_eod_close, low), subtract(high, news_eod_close)), max(0.6, subtract(high, low))), 4)))",-0.06,1.6656,-0.0,-0.0042,0.1589,-5e-06,215,215,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,eMVQ9JO
"rank(subtract(0, ts_delta(divide(subtract(subtract(news_spy_close, low), subtract(high, news_spy_close)), max(0.6, subtract(high, low))), 4)))",0.31,1.6347,0.04,0.0221,0.2061,2.7e-05,218,216,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-1298.0,13lZOYQ
"rank(subtract(0, ts_delta(divide(subtract(subtract(fnd6_prccq, low), subtract(high, fnd6_prccq)), max(0.6, subtract(high, low))), 4)))",-0.92,0.5212,-0.33,-0.0674,0.4295,-0.000259,1541,1547,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-511.0,AXrvA2d
"rank(subtract(0, ts_delta(divide(subtract(subtract(fnd6_prcc, low), subtract(high, fnd6_prcc)), max(0.6, subtract(high, low))), 4)))",-0.99,0.5981,-0.34,-0.0695,0.4216,-0.000233,1491,1500,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-416.0,En8VZgJ
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, low), subtract(snt1_d1_fundamentalfocusrank, close)), max(0.6, subtract(snt1_d1_fundamentalfocusrank, low))), 4)))",1.02,0.5104,0.38,0.0698,0.1062,0.000273,885,857,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-504.0,KA5mGvl
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, low), subtract(snt1_d1_stockrank, close)), max(0.6, subtract(snt1_d1_stockrank, low))), 4)))",1.08,0.502,0.39,0.0646,0.0899,0.000257,882,860,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-494.0,gNgWgJO
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, low), subtract(fnd6_prch, close)), max(0.6, subtract(fnd6_prch, low))), 4)))",0.78,0.6372,0.24,0.0621,0.1731,0.000195,1528,1463,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-616.0,13lNqrM
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, low), subtract(snt1_d1_dynamicfocusrank, close)), max(0.6, subtract(snt1_d1_dynamicfocusrank, low))), 4)))",0.93,0.4641,0.33,0.0573,0.1035,0.000247,883,860,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-545.0,0ZNYnLr
"rank(subtract(0, ts_delta(divide(subtract(subtract(close, low), subtract(fnd6_prchq, close)), max(0.6, subtract(fnd6_prchq, low))), 4)))",1.18,0.6186,0.44,0.085,0.126,0.000275,1587,1501,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-553.0,RxlEZ11
"group_neutralize(group_rank((fnd6_txdbca / assets), industry), industry)",0.97,0.0366,0.53,0.037,0.0567,0.002024,2348,760,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-62.0,nGevdmd
"group_neutralize(group_rank((fnd6_newqv1300_drcq / assets), industry), industry)",1.37,0.0271,0.82,0.0453,0.046,0.003342,1293,1813,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,79.0,Y3E186v
"group_neutralize(group_rank((fnd6_txndba / assets), industry), industry)",1.18,0.0232,0.85,0.0653,0.0554,0.005635,1467,1661,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-129.0,lw5AmoO
"group_neutralize(group_rank((fnd6_txndb / assets), industry), industry)",1.13,0.0226,0.55,0.03,0.034,0.002657,1639,1489,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-9.0,LomKP59
"group_neutralize(group_rank((fnd6_drc / fnd6_cptmfmq_atq), industry), industry)",1.87,0.0159,1.28,0.0583,0.0406,0.007317,1306,1799,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,55.0,b0raYjr
"group_neutralize(group_rank((fnd6_drc / anl4_totassets_value), industry), industry)",1.81,0.0185,1.37,0.072,0.048,0.007774,1062,2042,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,45.0,z72dwl1
"group_neutralize(group_rank((fnd6_drc / fnd6_cptnewqv1300_atq), industry), industry)",1.84,0.0161,1.24,0.0571,0.0413,0.007104,1305,1800,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,55.0,KA5g6ap
"group_neutralize(group_rank((fnd6_drc / fnd6_mfma1_at), industry), industry)",1.8,0.013,1.21,0.0563,0.0414,0.008651,1307,1796,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,55.0,b0raQqK
"group_neutralize(group_rank((fnd6_drc / fnd6_intan), industry), industry)",1.29,0.0123,0.77,0.0441,0.0415,0.007165,1225,1872,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,133.0,95dlX92
"group_neutralize(group_rank((fnd6_drc / fnd6_newa1v1300_at), industry), industry)",1.81,0.013,1.22,0.0564,0.0408,0.008668,1306,1797,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,55.0,En8QzV9
"group_neutralize(group_rank((fnd6_drc / fnd6_newqv1300_intanq), industry), industry)",1.37,0.0188,0.83,0.0462,0.0525,0.004913,1203,1898,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,119.0,AXrLj9d
"group_neutralize(group_rank((fnd6_drc / fnd6_newqv1300_aoq), industry), industry)",1.37,0.0209,0.87,0.0501,0.045,0.0048,1296,1809,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,79.0,x72lOap
"trade_when((volume > adv20), log(anl4_rd_exp_flag), -1)",0.03,0.0148,0.0,0.0028,0.3351,0.000374,1113,1601,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,PLYP0b7
"-ts_corr(implied_volatility_mean_skew_90, ts_mean(vec_avg(nws18_nip), 60), 60)",1.8,0.0892,1.09,0.0461,0.0245,0.001034,1424,1391,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-19.0,KA5V0VE
"-ts_corr(implied_volatility_mean_360, ts_mean(vec_avg(nws18_nip), 60), 60)",0.22,0.0694,0.05,0.0062,0.0548,0.000178,1420,1434,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,0ZNG0mG
"trade_when((volume > adv20), log(anl4_gric_flag), -1)",0.96,0.0225,0.64,0.0548,0.0932,0.004883,1819,722,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,38.0,gNgrwAM
"-ts_corr(implied_volatility_mean_720, ts_mean(vec_avg(nws18_nip), 60), 60)",0.29,0.0696,0.07,0.0079,0.0601,0.000228,1421,1432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,AXrLbpX
"trade_when((volume > adv20), log(anl4_ptpr_flag), -1)",1.14,0.0168,0.87,0.0721,0.1074,0.008575,1087,1117,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-68.0,En8mYrG
"trade_when((volume > adv20), log(anl4_adjusted_netincome_ft), -1)",1.89,0.0336,2.22,0.1729,0.1039,0.01029,1940,929,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-144.0,kpW8bQK
"-ts_corr(implied_volatility_mean_20, ts_mean(vec_avg(nws18_nip), 60), 60)",0.61,0.0763,0.22,0.0168,0.0497,0.00044,1437,1417,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-13.0,NEJK7eX
"-ts_corr(implied_volatility_mean_skew_10, ts_mean(vec_avg(nws18_nip), 60), 60)",0.93,0.098,0.41,0.0247,0.0371,0.000503,1430,1384,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-37.0,En8mvLK
"-ts_corr(implied_volatility_mean_skew_180, ts_mean(vec_avg(nws18_nip), 60), 60)",1.7,0.0887,1.01,0.0439,0.0181,0.000991,1425,1390,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-19.0,Mvegz59
"-ts_corr(implied_volatility_mean_10, ts_mean(vec_avg(nws18_nip), 60), 60)",0.77,0.0785,0.32,0.022,0.0498,0.000561,1439,1415,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-9.0,kpWvqml
"-ts_corr(implied_volatility_mean_120, ts_mean(vec_avg(nws18_nip), 60), 60)",0.43,0.0699,0.13,0.0119,0.052,0.00034,1423,1431,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-13.0,66oZ8QG
"trade_when((mdl77_2pricemomentumfactor_normalmf60d > adv20), log(anl4_netprofit_flag), -1)",0.0,0.0,,0.0,0.0,0.0,0,0,FAIL,ERROR,TOP3000,1,5,INDUSTRY,0.05,,ZVdgkXj
"-ts_corr(implied_volatility_mean_skew_60, ts_mean(vec_avg(nws18_nip), 60), 60)",1.3,0.0916,0.67,0.0332,0.0274,0.000724,1426,1389,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-23.0,En8NYWG
"trade_when((volume > news_vol_stddev), log(anl4_netprofit_flag), -1)",1.45,0.0466,1.79,0.1909,0.1274,0.008189,1781,1263,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,nGemg6q
"trade_when((volume > volume), log(anl4_netprofit_flag), -1)",0.0,0.0,,0.0,0.0,0.0,0,0,FAIL,ERROR,TOP3000,1,5,INDUSTRY,0.05,,w723RaQ
"trade_when((volume > news_range_stddev), log(anl4_netprofit_flag), -1)",1.46,0.0457,1.81,0.1913,0.1301,0.008378,1768,1271,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-112.0,mn0dVzX
"ts_decay_linear(group_rank(ts_rank(ts_delta((anl4_netprofit_std / pv13_revere_index_cap), 20), 30), industry), 30)",1.63,0.044,1.13,0.0598,0.0321,0.002719,1246,1855,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-58.0,Wro33zj
"trade_when((volume > mdl77_opricemomentumfactor_normalmf60d), log(anl4_netprofit_flag), -1)",1.29,0.056,1.51,0.1703,0.1619,0.006076,1721,1229,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-172.0,Rxl9lWo
"trade_when((volume > mdl77_2pricemomentumfactor_normalmf60d), log(anl4_netprofit_flag), -1)",1.29,0.056,1.5,0.1699,0.16,0.006066,1727,1236,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-91.0,x72VGzp
"group_neutralize(ts_zscore((anl4_qf_az_eps_mean / news_eod_close), 252), subindustry)",1.47,1.2085,0.4,0.0912,0.0848,0.000151,484,491,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-977.0,v7ppggA
"ts_decay_linear(group_rank(ts_rank(ts_delta((anl4_ebit_std / cap), 20), 30), industry), 30)",1.55,0.0446,0.94,0.0458,0.0306,0.002057,1270,1833,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-62.0,GjKKkW0
"group_neutralize(ts_zscore((anl4_qf_az_eps_mean / news_spy_close), 252), subindustry)",0.18,1.2086,0.02,0.014,0.1668,2.3e-05,486,495,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,kpWWoJl
"ts_decay_linear(group_rank(ts_rank(ts_delta((anl4_dts_rspe / cap), 20), 30), industry), 30)",1.99,0.0418,1.37,0.0592,0.0348,0.002836,1183,1917,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-58.0,nGeevVd
"group_neutralize(ts_zscore((anl4_qf_az_eps_mean / fnd6_prccq), 252), subindustry)",0.95,0.056,0.56,0.043,0.0543,0.001538,1473,1483,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-114.0,ojJJZZl
"ts_decay_linear(group_rank(ts_rank(ts_delta((anl4_ebitda_std / cap), 20), 30), industry), 30)",1.13,0.0415,0.59,0.0336,0.0307,0.00162,1036,2030,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-66.0,95dMYaK
"group_neutralize(ts_zscore((anl4_gric_mean / close), 252), subindustry)",0.52,0.0754,0.35,0.0573,0.1618,0.001519,1107,1195,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-287.0,AXrzOLR
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fn_debt_instrument_carrying_amount_q, 252), ts_delta(est_eps, 252), 120)), sales), industry)",1.21,0.0308,0.81,0.0566,0.0472,0.003682,1119,2007,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-166.0,XZvz208
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fn_debt_instrument_carrying_amount_a, 252), ts_delta(est_eps, 252), 120)), sales), industry)",0.26,0.0381,0.08,0.0124,0.0598,0.000653,776,2349,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,amQzo21
"group_neutralize(ts_zscore((anl4_totassets_mean / close), 252), subindustry)",0.36,0.0724,0.2,0.0398,0.1593,0.0011,1353,1448,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-333.0,kpWGVNL
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fn_debt_instrument_face_amount_a, 252), ts_delta(est_eps, 252), 120)), sales), industry)",0.06,0.0328,0.01,0.0024,0.0919,0.000149,539,2583,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,PLYzM8x
"group_neutralize(ts_zscore((est_eps / close), 252), subindustry)",1.38,0.0726,1.01,0.0668,0.0891,0.001842,1506,1522,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-44.0,8WEJRZa
"group_neutralize(ts_zscore((anl4_netprofit_mean / close), 252), subindustry)",1.14,0.0713,0.76,0.0558,0.0794,0.001566,1495,1521,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-86.0,Y3EzV3q
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fn_debt_instrument_interest_rate_stated_percentage_q, 252), ts_delta(est_eps, 252), 120)), sales), industry)",0.74,0.0289,0.34,0.0271,0.0465,0.00187,770,2355,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-52.0,gNgGlnv
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fn_debt_issuance_costs_a, 252), ts_delta(est_eps, 252), 120)), sales), industry)",0.05,0.0333,0.01,0.0019,0.1049,0.000117,576,2549,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,x72WAap
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_dclo, 252), ts_delta(est_eps, 252), 120)), sales), industry)",-0.01,0.0351,-0.0,-0.0003,0.0737,-2e-05,559,2546,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,nGeQwr8
"group_neutralize(ts_zscore((est_ebit / close), 252), subindustry)",1.06,0.0716,0.71,0.0565,0.1282,0.001577,1457,1530,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-166.0,En8L3Em
"group_neutralize(ts_zscore((est_tot_assets / close), 252), subindustry)",0.36,0.0724,0.2,0.0398,0.1593,0.0011,1353,1448,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-333.0,kpWOe3P
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_dm, 252), ts_delta(est_eps, 252), 120)), sales), industry)",0.52,0.0389,0.21,0.0197,0.0441,0.001016,701,2406,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-108.0,pbMZNpg
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_dd, 252), ts_delta(est_eps, 252), 120)), sales), industry)",-1.14,0.0294,-0.77,-0.057,0.2806,-0.003877,338,2753,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,223.0,mn01o05
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_dcvt, 252), ts_delta(est_eps, 252), 120)), sales), industry)",-0.5,0.0297,-0.22,-0.0246,0.2123,-0.001654,393,2679,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-17.0,Wro0lqZ
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_ds, 252), ts_delta(est_eps, 252), 120)), sales), industry)",-0.89,0.0263,-0.55,-0.0473,0.2348,-0.003598,322,2761,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,17.0,0ZN5mqq
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_dudd, 252), ts_delta(est_eps, 252), 120)), sales), industry)",-0.51,0.0318,-0.22,-0.0233,0.1302,-0.001465,457,2643,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,21.0,mn0QLo5
"group_rank(vector_neut(reverse(ts_corr(ts_delta(fnd6_dn, 252), ts_delta(est_eps, 252), 120)), sales), industry)",-0.17,0.0373,-0.04,-0.0079,0.0892,-0.000426,630,2477,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,ojJZ8YE
"group_rank(vector_neut(reverse(ts_corr(ts_delta(mdl77_2gdna_netdebt, 252), ts_delta(est_eps, 252), 120)), sales), industry)",0.2,0.0191,0.07,0.0142,0.2731,0.001482,1011,2113,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,7Pvl0qx
"group_rank(vector_neut(reverse(ts_corr(ts_delta(mdl77_2mqf_netdebt, 252), ts_delta(est_eps, 252), 120)), sales), industry)",1.06,0.0331,0.71,0.0556,0.1145,0.003358,1524,1603,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-86.0,mn0QzZW
